modulus,character,zero_index,imaginary_part,real_part
5,1,93,60.102866057293646,0.5
5,2,94,60.761270090705274,0.5
5,3,95,61.12289003004164,0.5
5,4,96,61.70593366908233,0.5
5,1,97,62.025523011848996,0.5
5,2,98,62.661164783579494,0.5
5,3,99,63.103346599847384,0.5
5,4,100,63.53457930015117,0.5
5,1,101,64.18138057686386,0.5
5,2,102,64.77094339876498,0.5
5,3,103,65.07519910794305,0.5
5,4,104,65.67700272587012,0.5
5,1,105,66.11321543450349,0.5
5,2,106,66.64544112475409,0.5
5,3,107,67.21871112265792,0.5
5,4,108,67.77890340585961,0.5
5,1,109,68.25891273156161,0.5
5,2,110,68.55976723852442,0.5
5,3,111,69.00029635122725,0.5
5,4,112,69.433585155136,0.5
5,1,113,70.19802723964953,0.5
5,2,114,70.58209556577205,0.5
5,3,115,71.24095695851088,0.5
5,4,116,71.53125863299516,0.5
5,1,117,72.17934506992941,0.5
5,2,118,72.45769959895492,0.5
5,3,119,73.18518833884396,0.5
5,4,120,73.67385495143387,0.5
5,1,121,74.02477201027362,0.5
5,2,122,74.65394918761228,0.5
5,3,123,75.34165939453543,0.5
5,4,124,75.70352686079902,0.5
5,1,125,76.43024105340156,0.5
5,2,126,76.65004643186373,0.5
5,3,127,77.19253915235907,0.5
5,4,128,77.58710669091705,0.5
5,1,129,78.15935429198146,0.5
5,2,130,78.53711269797553,0.5
5,3,131,79.22528033340414,0.5
5,4,132,79.55416787412365,0.5
5,1,133,80.30134684062068,0.5
5,2,134,80.5001093176937,0.5
5,3,135,81.10424324232287,0.5
5,4,136,81.60983511059007,0.5
5,1,137,82.02292521126691,0.5
5,2,138,82.65818793866801,0.5
5,3,139,83.08138146563806,0.5
5,4,140,83.77515168882921,0.5
5,1,141,84.05350598443577,0.5
5,2,142,84.67682546490985,0.5
5,3,143,85.12612593505925,0.5
5,4,144,85.61339188468763,0.5
5,1,145,86.14387289638988,0.5
5,2,146,86.70554876786724,0.5
5,3,147,86.9459933108476,0.5
5,4,148,87.63948772509238,0.5
5,1,149,88.05214657742422,0.5
5,2,150,88.55974377072694,0.5
5,3,151,89.15908444859315,0.5
5,4,152,89.74472650718646,0.5
5,1,153,90.28983789026218,0.5
5,2,154,90.57654295957784,0.5
5,3,155,90.84985533683056,0.5
5,4,156,91.64174550581863,0.5
5,1,157,91.95291154588108,0.5
5,2,158,92.67885564753527,0.5
5,3,159,93.04481016504342,0.5
5,4,160,93.66895968812256,0.5
5,1,161,94.04938889528704,0.5
5,2,162,94.51829305923296,0.5
5,3,163,95.02075056391978,0.5
5,4,164,95.67442556236452,0.5
5,1,165,96.00254202873853,0.5
5,2,166,96.68931904392007,0.5
5,3,167,97.31244930803636,0.5
5,4,168,97.80182933225544,0.5
5,1,169,97.97507790523703,0.5
5,2,170,98.5000046364001,0.5
5,3,171,99.18284784995971,0.5
5,4,172,99.52789797546458,0.5
5,1,173,100.19660312356332,0.5
5,2,174,100.46369614262369,0.5
5,3,175,101.1275704937328,0.5
5,4,176,101.72913621698534,0.5
5,1,177,101.9795252663865,0.5
5,2,178,102.6230337198771,0.5
5,3,179,103.12168963657739,0.5
5,4,180,103.69536758054983,0.5
5,1,181,104.06784042623761,0.5
5,2,182,104.49192057806036,0.5
5,3,183,104.88229847379931,0.5
5,4,184,105.76724601125049,0.5
5,1,185,106.21821071445831,0.5
5,2,186,106.63228648718102,0.5
5,3,187,107.12961010420194,0.5
5,4,188,107.67724634802616,0.5
5,1,189,108.2313117643563,0.5
5,2,190,108.43300727507545,0.5
5,3,191,108.95673466356595,0.5
5,4,192,109.44213917570788,0.5
5,1,193,110.10012846147997,0.5
5,2,194,110.65291858292407,0.5
5,3,195,111.23597840160633,0.5
5,4,196,111.34364139230797,0.5
5,1,197,112.00094928106006,0.5
5,2,198,112.64779134724702,0.5
5,3,199,113.16018601610256,0.5
5,4,200,113.61475826733137,0.5
5,1,201,114.02220854822818,0.5
5,2,202,114.56475838823333,0.5
5,3,203,115.12102662871932,0.5
5,4,204,115.46304933137797,0.5
5,1,205,116.04940306909418,0.5
5,2,206,116.49663844255277,0.5
5,3,207,117.18492554509353,0.5
5,4,208,117.54328768402769,0.5
5,1,209,118.00399750534788,0.5
5,2,210,118.58297688580684,0.5
5,3,211,119.2099964345823,0.5
5,4,212,119.63242646367767,0.5
5,1,213,120.24494031062724,0.5
5,2,214,120.72961123129728,0.5
5,3,215,121.0597361945397,0.5
5,4,216,121.64818899051248,0.5
5,1,217,122.24449886191164,0.5
5,2,218,122.58644553931153,0.5
5,3,219,123.15874062509464,0.5
5,4,220,123.54453983775575,0.5
5,1,221,124.11217467262182,0.5
5,2,222,124.60891851335143,0.5
5,3,223,125.19744506686001,0.5
5,4,224,125.59637715673831,0.5
5,1,225,126.1562739496589,0.5
5,2,226,126.67283949841625,0.5
5,3,227,127.05581825328109,0.5
5,4,228,127.59447647651409,0.5
5,1,229,128.18103067324228,0.5
5,2,230,128.81857259401286,0.5
5,3,231,129.0090017237419,0.5
5,4,232,129.68725845186577,0.5
5,1,233,130.2561355330979,0.5
5,2,234,130.64428374659178,0.5
5,3,235,131.04441015264857,0.5
5,4,236,131.62948206130085,0.5
5,1,237,132.03800242652983,0.5
5,2,238,132.58444412789154,0.5
5,3,239,133.17326239692815,0.5
5,4,240,133.62867354679344,0.5
5,1,241,134.15432592732049,0.5
5,2,242,134.51779934573972,0.5
5,3,243,135.07362960551035,0.5
5,4,244,135.69602763663815,0.5
5,1,245,135.96723856364486,0.5
5,2,246,136.50209232348058,0.5
5,3,247,137.10416641262793,0.5
5,4,248,137.58297928049197,0.5
5,1,249,138.21166781045204,0.5
5,2,250,138.39524780069263,0.5
5,3,251,139.12647633887718,0.5
5,4,252,139.77182059344858,0.5
5,1,253,140.16742623582826,0.5
5,2,254,140.48135641665922,0.5
5,3,255,141.37748202999637,0.5
5,4,256,141.5800391297212,0.5
5,1,257,141.891306795978,0.5
5,2,258,142.71592984462546,0.5
5,3,259,143.05390317081094,0.5
5,4,260,143.82183658251154,0.5
5,1,261,144.20689005977223,0.5
5,2,262,144.8478339329211,0.5
5,3,263,145.02938731337832,0.5
5,4,264,145.7625238776955,0.5
5,1,265,146.0534015281111,0.5
5,2,266,146.6690813507625,0.5
5,3,267,147.15196535660695,0.5
5,4,268,147.7734498320131,0.5
5,1,269,148.21571360625492,0.5
5,2,270,148.5882376050826,0.5
5,3,271,149.2435902177756,0.5
5,4,272,149.6255276155083,0.5
5,1,273,150.204080925813,0.5
5,2,274,150.6642906943474,0.5
5,3,275,151.1134124421679,0.5
5,4,276,151.50236383511407,0.5
5,1,277,152.1550612803445,0.5
5,2,278,152.56722332599008,0.5
5,3,279,153.01171276759163,0.5
5,4,280,153.71777130275052,0.5
5,1,281,154.07163855495935,0.5
5,2,282,154.45420064572917,0.5
5,3,283,155.13494881951846,0.5
5,4,284,155.61952342119426,0.5
5,1,285,156.12855021406457,0.5
5,2,286,156.6284348126955,0.5
5,3,287,157.03412422029587,0.5
5,4,288,157.59479366294698,0.5
5,1,289,158.23865112859673,0.5
5,2,290,158.72022197684007,0.5
5,3,291,159.09937376228936,0.5
5,4,292,159.69324213361446,0.5
5,1,293,160.14402891123774,0.5
5,2,294,160.60175110852234,0.5
5,3,295,161.259390574128,0.5
5,4,296,161.54523956399828,0.5
5,1,297,162.16537799766417,0.5
5,2,298,162.46838376691068,0.5
5,3,299,163.17077577504605,0.5
5,4,300,163.56872072818516,0.5
5,1,301,164.0965537371886,0.5
5,2,302,164.6056096018496,0.5
5,3,303,164.91287334276765,0.5
5,4,304,165.47331537830857,0.5
5,1,305,166.2177369268665,0.5
5,2,306,166.64518432560655,0.5
5,3,307,167.28056111832802,0.5
5,4,308,167.49793351115292,0.5
5,1,309,168.21984471837092,0.5
5,2,310,168.68079396967042,0.5
5,3,311,169.2511762594238,0.5
5,4,312,169.6239667666393,0.5
5,1,313,170.14618875681543,0.5
5,2,314,170.54697573730584,0.5
5,3,315,171.10766518533146,0.5
5,4,316,171.5855895844583,0.5
5,1,317,172.00217542191083,0.5
5,2,318,172.64834142807132,0.5
5,3,319,173.22891737626944,0.5
5,4,320,173.75271668176637,0.5
5,1,321,174.05366378541498,0.5
5,2,322,174.63108401997226,0.5
5,3,323,175.12126294595038,0.5
5,4,324,175.78218495808673,0.5
5,1,325,176.31335449739564,0.5
5,2,326,176.5042371925923,0.5
5,3,327,177.183373282344,0.5
5,4,328,177.6878371501171,0.5
5,1,329,178.114674561669,0.5
5,2,330,178.50843285082223,0.5
5,3,331,179.205267930261,0.5
5,4,332,179.7563493591416,0.5
5,1,333,180.08002702265082,0.5
5,2,334,180.75436402734118,0.5
5,3,335,181.13512839291073,0.5
5,4,336,181.77691873181928,0.5
5,1,337,182.27671916445667,0.5
5,2,338,182.63236935545515,0.5
5,3,339,183.17646113608725,0.5
5,4,340,183.56448313958828,0.5
5,1,341,183.972372388616,0.5
5,2,342,184.6597979273033,0.5
5,3,343,184.98809604788497,0.5
5,4,344,185.84403292198962,0.5
5,1,345,186.24857385663955,0.5
5,2,346,186.61956771318157,0.5
5,3,347,187.40145461273517,0.5
5,4,348,187.5716915196611,0.5
5,1,349,188.09548082331176,0.5
5,2,350,188.594271897174,0.5
5,3,351,189.12832594049377,0.5
5,4,352,189.60372204102677,0.5
5,1,353,190.180381185687,0.5
5,2,354,190.5348479212498,0.5
5,3,355,191.14751673625244,0.5
5,4,356,191.58047187641637,0.5
5,1,357,192.1409925400727,0.5
5,2,358,192.5264335220194,0.5
5,3,359,193.04827293086478,0.5
5,4,360,193.8472424247635,0.5
5,1,361,194.04260499057418,0.5
5,2,362,194.6870717228651,0.5
5,3,363,195.0810442663903,0.5
5,4,364,195.53299104767365,0.5
5,1,365,196.14113556479873,0.5
5,2,366,196.54783444938715,0.5
5,3,367,197.1865250534919,0.5
5,4,368,197.62225083821488,0.5
5,1,369,198.2683329965725,0.5
5,2,370,198.50416483541852,0.5
5,3,371,199.16233458696556,0.5
5,4,372,199.67175848812778,0.5
5,1,373,200.03506678477282,0.5
5,2,374,200.5683227357866,0.5
5,3,375,200.99237961557682,0.5
5,4,376,201.47872061917252,0.5
5,1,377,202.12286693597386,0.5
5,2,378,202.71540930637033,0.5
5,3,379,203.1215644821238,0.5
5,4,380,203.62574337697865,0.5
5,1,381,204.00489237262877,0.5
5,2,382,204.42456336812288,0.5
5,3,383,205.1689301841066,0.5
5,4,384,205.5686561560025,0.5
5,1,385,205.95463456553355,0.5
5,2,386,206.58032124601505,0.5
5,3,387,207.15965914150408,0.5
5,4,388,207.67498268428926,0.5
5,1,389,208.15461412023922,0.5
5,2,390,208.56517186038533,0.5
5,3,391,209.1941682149732,0.5
5,4,392,209.63268167706198,0.5
5,1,393,210.04710078100575,0.5
5,2,394,210.52301410080563,0.5
5,3,395,211.15435431814632,0.5
5,4,396,211.72162182661137,0.5
5,1,397,212.19409190845593,0.5
5,2,398,212.65104722520303,0.5
5,3,399,213.19806369913522,0.5
5,4,400,213.87186895541427,0.5
5,1,401,214.16350853483974,0.5
5,2,402,214.65046741393536,0.5
5,3,403,215.18918549398788,0.5
5,4,404,215.70975655733605,0.5
5,1,405,216.00113650961404,0.5
5,2,406,216.6524372305294,0.5
5,3,407,217.23511186225912,0.5
5,4,408,217.80928930170597,0.5
5,1,409,218.13674377080181,0.5
5,2,410,218.5892977859627,0.5
5,3,411,219.15122187194552,0.5
5,4,412,219.57033337015906,0.5
5,1,413,220.29165374145848,0.5
5,2,414,220.68281190281687,0.5
5,3,415,221.12946685459013,0.5
5,4,416,221.74608256262027,0.5
5,1,417,222.0193830356258,0.5
5,2,418,222.4275280887912,0.5
5,3,419,223.17689614626005,0.5
5,4,420,223.74212251182652,0.5
5,1,421,224.1204945904301,0.5
5,2,422,224.5668134820795,0.5
5,3,423,225.03904471193962,0.5
5,4,424,225.51127745624316,0.5
5,1,425,226.20124221168197,0.5
5,2,426,226.71652087840775,0.5
5,3,427,227.22653420315146,0.5
5,4,428,227.63545198333443,0.5
5,1,429,228.019117836935,0.5
5,2,430,228.56323410810083,0.5
5,3,431,229.1945891863794,0.5
5,4,432,229.53099454498863,0.5
5,1,433,230.12454119761398,0.5
5,2,434,230.53297662751314,0.5
5,3,435,231.0650427564846,0.5
5,4,436,231.51953479876332,0.5
5,1,437,232.1363531189377,0.5
5,2,438,232.48841762526757,0.5
5,3,439,233.05868814221682,0.5
5,4,440,233.7198373019294,0.5
5,1,441,234.23960712184822,0.5
5,2,442,234.70180362320943,0.5
5,3,443,235.2762667201947,0.5
5,4,444,235.50276469316958,0.5
5,1,445,236.12558894775736,0.5
5,2,446,236.6422739312621,0.5
5,3,447,237.32991085522127,0.5
5,4,448,237.6109786474806,0.5
5,1,449,238.21485604333873,0.5
5,2,450,238.80408541466417,0.5
5,3,451,239.14775476995467,0.5
5,4,452,239.58781276105557,0.5
5,1,453,240.09646986044388,0.5
5,2,454,240.46358195989566,0.5
5,3,455,241.0888083052156,0.5
5,4,456,241.49258906359398,0.5
5,1,457,242.2129468712399,0.5
5,2,458,242.47850909497234,0.5
5,3,459,243.17394904495538,0.5
5,4,460,243.74849425014847,0.5
5,1,461,244.20762138856213,0.5
5,2,462,244.58642314896468,0.5
5,3,463,245.21110955454213,0.5
5,4,464,245.63569269622903,0.5
5,1,465,246.08899380517846,0.5
5,2,466,246.5983828753599,0.5
5,3,467,247.17901520474547,0.5
5,4,468,247.47906025849284,0.5
5,1,469,248.08431848102646,0.5
5,2,470,248.67219888081627,0.5
5,3,471,249.08345941635432,0.5
5,4,472,249.50554495285863,0.5
5,1,473,250.04559234484344,0.5
5,2,474,250.65193634669455,0.5
5,3,475,251.1830120601256,0.5
5,4,476,251.7431829831831,0.5
5,1,477,252.21280328636757,0.5
5,2,478,252.71163391390832,0.5
5,3,479,252.94256692014423,0.5
5,4,480,253.71002449992352,0.5
5,1,481,254.08300625513002,0.5
5,2,482,254.49057061761872,0.5
5,3,483,255.19051601621385,0.5
5,4,484,255.6526170192787,0.5
5,1,485,256.22320205430384,0.5
5,2,486,256.5812818640759,0.5
5,3,487,257.1341544771049,0.5
5,4,488,257.4546431154666,0.5
5,1,489,258.3308206079201,0.5
5,2,490,258.5008917344731,0.5
5,3,491,259.05369588882377,0.5
5,4,492,259.5316491808846,0.5
5,1,493,260.1553812795267,0.5
5,2,494,260.5499163014732,0.5
5,3,495,261.24254655281317,0.5
5,4,496,261.66620524278716,0.5
5,1,497,261.98571046277584,0.5
5,2,498,262.71271247191277,0.5
5,3,499,263.2259163680226,0.5
5,4,500,263.56187247963237,0.5
5,1,501,264.0202896618118,0.5
5,2,502,264.6745919752401,0.5
5,3,503,265.2005912285892,0.5
5,4,504,265.5343789331036,0.5
5,1,505,266.227080974403,0.5
5,2,506,266.57735623498417,0.5
5,3,507,267.2530444354245,0.5
5,4,508,267.47674349367827,0.5
5,1,509,268.0613934521703,0.5
5,2,510,268.6138842787216,0.5
5,3,511,269.0356061268074,0.5
5,4,512,269.63155968907097,0.5
5,1,513,270.1000449143275,0.5
5,2,514,270.61375754413405,0.5
5,3,515,271.09432703584173,0.5
5,4,516,271.50566668346204,0.5
5,1,517,272.132427036088,0.5
5,2,518,272.622169466445,0.5
5,3,519,273.03382879203957,0.5
5,4,520,273.7596302814169,0.5
5,1,521,274.1662160247138,0.5
5,2,522,274.70669073380486,0.5
5,3,523,275.05385519181027,0.5
5,4,524,275.40382661919926,0.5
5,1,525,276.3091230016199,0.5
5,2,526,276.6515907495172,0.5
5,3,527,277.1710889643975,0.5
5,4,528,277.666784554139,0.5
5,1,529,278.1746295693544,0.5
5,2,530,278.52835394716095,0.5
5,3,531,279.0318479246473,0.5
5,4,532,279.5321261092882,0.5
5,1,533,280.1898546483354,0.5
5,2,534,280.5133944539591,0.5
5,3,535,280.9818472825601,0.5
5,4,536,281.57047417181207,0.5
5,1,537,282.10749858803484,0.5
5,2,538,282.62975747466953,0.5
5,3,539,283.0860977565837,0.5
5,4,540,283.6831581348831,0.5
5,1,541,284.2514205947574,0.5
5,2,542,284.6396403169334,0.5
5,3,543,285.2509239559205,0.5
5,4,544,285.68971608066954,0.5
5,1,545,286.0392246106185,0.5
5,2,546,286.5500518730508,0.5
5,3,547,287.04500020875867,0.5
5,4,548,287.6156330221501,0.5
5,1,549,288.1068380524595,0.5
5,2,550,288.6941971001316,0.5
5,3,551,289.119037701775,0.5
5,4,552,289.65949184656955,0.5
5,1,553,290.01793933145865,0.5
5,2,554,290.65888730692234,0.5
5,3,555,291.0868858720742,0.5
5,4,556,291.5795961382783,0.5
5,1,557,292.07007638234694,0.5
5,2,558,292.78585214424015,0.5
5,3,559,293.01675444254374,0.5
5,4,560,293.70240061493934,0.5
5,1,561,294.13006306901866,0.5
5,2,562,294.49872055656755,0.5
5,3,563,295.1049728083748,0.5
5,4,564,295.40106952548354,0.5
5,1,565,296.306683992152,0.5
5,2,566,296.5979193049349,0.5
5,3,567,297.24627464789603,0.5
5,4,568,297.7692994201146,0.5
5,1,569,298.0779180828712,0.5
5,2,570,298.63765800854367,0.5
5,3,571,299.153265007216,0.5
5,4,572,299.82475115667216,0.5
5,1,573,300.1155964549348,0.5
5,2,574,300.62934934003124,0.5
5,3,575,300.9948196912596,0.5
5,4,576,301.54532105258124,0.5
5,1,577,302.0847554830029,0.5
5,2,578,302.7648592612383,0.5
5,3,579,303.32404318171217,0.5
5,4,580,303.6848350855477,0.5
5,1,581,304.16981878869177,0.5
5,2,582,304.703210607928,0.5
5,3,583,305.0662586467209,0.5
5,4,584,305.7737182648427,0.5
5,1,585,305.9916212124558,0.5
5,2,586,306.5892454167565,0.5
5,3,587,307.2000564112013,0.5
5,4,588,307.5866053184944,0.5
5,1,589,308.3815719344077,0.5
5,2,590,308.7014863223916,0.5
5,3,591,309.2330782580239,0.5
5,4,592,309.55883219132545,0.5
5,1,593,310.23122325207964,0.5
5,2,594,310.7157297407625,0.5
5,3,595,311.2911797218357,0.5
5,4,596,311.41550904264545,0.5
5,1,597,312.0566662841896,0.5
5,2,598,312.6683610564919,0.5
5,3,599,313.1713524133779,0.5
5,4,600,313.63022141309733,0.5
5,1,601,313.9819323065969,0.5
5,2,602,314.65437578801294,0.5
5,3,603,315.16557570504943,0.5
5,4,604,315.63442491467464,0.5
5,1,605,316.13104041022865,0.5
5,2,606,316.7289443822917,0.5
5,3,607,317.11932048484624,0.5
5,4,608,317.50971499410036,0.5
5,1,609,318.27506982995186,0.5
5,2,610,318.769432364194,0.5
5,3,611,319.1307587266862,0.5
5,4,612,319.7222320686251,0.5
5,1,613,319.98232281409076,0.5
5,2,614,320.62027864881907,0.5
5,3,615,320.96330512883463,0.5
5,4,616,321.74718854243497,0.5
5,1,617,321.98512707095256,0.5
5,2,618,322.59359091406094,0.5
5,3,619,323.1562978708557,0.5
5,4,620,323.7171174728717,0.5
5,1,621,324.18744979780115,0.5
5,2,622,324.74902464048193,0.5
5,3,623,325.2151125452507,0.5
5,4,624,325.76557631222835,0.5
5,1,625,325.9592179247321,0.5
5,2,626,326.58626363463924,0.5
5,3,627,327.17986230211045,0.5
5,4,628,327.79209774864836,0.5
5,1,629,328.0842215508758,0.5
5,2,630,328.83123854020636,0.5
5,3,631,329.1700306158967,0.5
5,4,632,329.5635620522898,0.5
5,1,633,330.01927241523373,0.5
5,2,634,330.7082940657164,0.5
5,3,635,331.0707117084005,0.5
5,4,636,331.6075040702812,0.5
5,1,637,332.15093015347804,0.5
5,2,638,332.6546766608184,0.5
5,3,639,333.32597449567567,0.5
5,4,640,333.67410879261575,0.5
5,1,641,334.0742467076916,0.5
5,2,642,334.56008280015,0.5
5,3,643,335.3014493973073,0.5
5,4,644,335.5831752328869,0.5
5,1,645,336.19320096961826,0.5
5,2,646,336.6539449595678,0.5
5,3,647,337.1767844318553,0.5
5,4,648,337.7745536639928,0.5
5,1,649,338.16299964888634,0.5
5,2,650,338.71647334784143,0.5
5,3,651,339.16529932821794,0.5
5,4,652,339.58936912862396,0.5
5,1,653,340.1841310650147,0.5
5,2,654,340.5696363266948,0.5
5,3,655,341.0183634308159,0.5
5,4,656,341.69287995318143,0.5
5,1,657,342.1811265724808,0.5
5,2,658,342.6708594474767,0.5
5,3,659,343.13242614749447,0.5
5,4,660,343.62750120390797,0.5
5,1,661,344.026378613699,0.5
5,2,662,344.4484879175815,0.5
5,3,663,345.2235062811796,0.5
5,4,664,345.722161210133,0.5
5,1,665,346.10963429551487,0.5
5,2,666,346.78190589591014,0.5
5,3,667,347.18472020596556,0.5
5,4,668,347.66851695441505,0.5
5,1,669,348.33647545805525,0.5
5,2,670,348.50922871441094,0.5
5,3,671,349.1300044689532,0.5
5,4,672,349.54951945367657,0.5
5,1,673,350.09795371729865,0.5
5,2,674,350.62799763919713,0.5
5,3,675,351.13027888937904,0.5
5,4,676,351.52738558780794,0.5
5,1,677,352.14152616667093,0.5
5,2,678,352.552235213184,0.5
5,3,679,353.25438981015606,0.5
5,4,680,353.71117887442495,0.5
5,1,681,354.1691150464633,0.5
5,2,682,354.5871358599578,0.5
5,3,683,355.15020076933445,0.5
5,4,684,355.7054064447107,0.5
5,1,685,356.1006880910668,0.5
5,2,686,356.4757249277444,0.5
5,3,687,357.2066364591632,0.5
5,4,688,357.68769366763144,0.5
5,1,689,358.1668446942087,0.5
5,2,690,358.5588464411607,0.5
5,3,691,359.2307127864364,0.5
5,4,692,359.7496124208376,0.5
5,1,693,360.16288113299345,0.5
5,2,694,360.5951021677155,0.5
5,3,695,361.09719806958805,0.5
5,4,696,361.59518567922197,0.5
5,1,697,362.0906233477954,0.5
5,2,698,362.59932835004554,0.5
5,3,699,363.16704398012064,0.5
5,4,700,363.72437109719493,0.5
5,1,701,364.2798364358951,0.5
5,2,702,364.5434138682816,0.5
5,3,703,365.05976686082033,0.5
5,4,704,365.71914469270916,0.5
5,1,705,366.04342980883786,0.5
5,2,706,366.5188773932382,0.5
5,3,707,367.04045542087704,0.5
5,4,708,367.61710864694504,0.5
5,1,709,368.29829320987216,0.5
5,2,710,368.62194083285357,0.5
5,3,711,369.16215035207125,0.5
5,4,712,369.5149109388445,0.5
5,1,713,370.2421520531231,0.5
5,2,714,370.7218769837551,0.5
5,3,715,371.08784379543874,0.5
5,4,716,371.56600624497867,0.5
5,1,717,372.2305215183894,0.5
5,2,718,372.61214187956665,0.5
5,3,719,373.0683452375548,0.5
5,4,720,373.5980698751436,0.5
5,1,721,374.1585885795988,0.5
5,2,722,374.7079102490738,0.5
5,3,723,375.1670401152147,0.5
5,4,724,375.6618759288814,0.5
5,1,725,376.11067978545873,0.5
5,2,726,376.6492844216956,0.5
5,3,727,377.09558386672325,0.5
5,4,728,377.6077449672959,0.5
5,1,729,378.276888455784,0.5
5,2,730,378.638941782161,0.5
5,3,731,379.0979692068225,0.5
5,4,732,379.5673219208057,0.5
5,1,733,379.9146499057554,0.5
5,2,734,380.8433871962204,0.5
5,3,735,381.35429471098195,0.5
5,4,736,381.6974951766436,0.5
5,1,737,382.0312004896945,0.5
5,2,738,382.9081862179183,0.5
5,3,739,382.99433183808014,0.5
5,4,740,383.6740502734405,0.5
5,1,741,383.9634150576509,0.5
5,2,742,384.4175016542981,0.5
5,3,743,385.15793308038883,0.5
5,4,744,385.6706278001044,0.5
5,1,745,386.1466243046206,0.5
5,2,746,386.7840362199203,0.5
5,3,747,387.12992424044654,0.5
5,4,748,387.715953356253,0.5
5,1,749,388.0564571252109,0.5
5,2,750,388.76422599521754,0.5
5,3,751,389.27276204906207,0.5
5,4,752,389.60926932071305,0.5
5,1,753,390.1722460618445,0.5
5,2,754,390.56484535748734,0.5
5,3,755,391.1126766880012,0.5
5,4,756,391.70845582970577,0.5
5,1,757,392.1832088605269,0.5
5,2,758,392.4618122450866,0.5
5,3,759,393.0209984757071,0.5
5,4,760,393.57592658668364,0.5
5,1,761,394.156704895672,0.5
5,2,762,394.54297072435685,0.5
5,3,763,394.99333712970395,0.5
5,4,764,395.3717884521892,0.5
5,1,765,396.3433422545299,0.5
5,2,766,396.6549231025483,0.5
5,3,767,396.9904639209634,0.5
5,4,768,397.73802787484624,0.5
5,1,769,398.2840821691799,0.5
5,2,770,398.6560607882572,0.5
5,3,771,399.1970283977723,0.5
5,4,772,399.7656019900107,0.5
5,1,773,400.1952835458375,0.5
5,2,774,400.69798234033544,0.5
5,3,775,400.98129732842716,0.5
5,4,776,401.3618070492412,0.5
