curve_label,zero_index,imaginary_part,real_part
11a2,188,150.01982903390058,0.5
11a3,189,151.06019692363847,0.5
11a1,190,151.87641699043058,0.5
11a2,191,152.37007978784234,0.5
11a3,192,153.32102666892382,0.5
11a1,193,154.39691456069482,0.5
11a2,194,155.17320029281805,0.5
11a3,195,155.56138393729458,0.5
11a1,196,156.29128147452468,0.5
11a2,197,157.3526525381586,0.5
11a3,198,158.20694991761746,0.5
11a1,199,159.0079001938241,0.5
11a2,200,159.78177996714302,0.5
11a3,201,160.54254355252073,0.5
11a1,202,161.23633310626994,0.5
11a2,203,162.0050217815545,0.5
11a3,204,163.02061163208194,0.5
11a1,205,163.59420401195655,0.5
11a2,206,164.24989620526156,0.5
11a3,207,165.3215845429126,0.5
11a1,208,166.14284094058817,0.5
11a2,209,167.18855360189656,0.5
11a3,210,167.70502569095984,0.5
11a1,211,168.30104005423306,0.5
11a2,212,169.48290396853943,0.5
11a3,213,170.09260421057158,0.5
11a1,214,170.87602450025238,0.5
11a2,215,171.52550026360228,0.5
11a3,216,172.5764375637816,0.5
11a1,217,173.32344013270256,0.5
11a2,218,174.1119241512729,0.5
11a3,219,175.04065568982426,0.5
11a1,220,175.8588190591107,0.5
11a2,221,176.54809656911357,0.5
11a3,222,177.3807805831318,0.5
11a1,223,178.15204316731578,0.5
11a2,224,179.15079529763264,0.5
11a3,225,179.5639943513207,0.5
11a1,226,180.33714406018746,0.5
11a2,227,181.12173258219767,0.5
11a3,228,182.17759769188004,0.5
11a1,229,182.8829926590558,0.5
11a2,230,183.53406132548503,0.5
11a3,231,184.47097929991142,0.5
11a1,232,185.62360757090676,0.5
11a2,233,186.1641216444262,0.5
11a3,234,187.12124233645935,0.5
11a1,235,187.50450562972918,0.5
11a2,236,188.54380373710814,0.5
11a3,237,189.37690791462614,0.5
11a1,238,190.20380010001676,0.5
11a2,239,190.8620382778782,0.5
11a3,240,191.84799469429734,0.5
11a1,241,192.5737740815248,0.5
11a2,242,193.31321857237856,0.5
11a3,243,194.0357405111632,0.5
11a1,244,194.677200061414,0.5
11a2,245,195.41249634878992,0.5
11a3,246,196.39902807537797,0.5
11a1,247,197.27684891324228,0.5
11a2,248,197.99862300918576,0.5
11a3,249,198.951665961431,0.5
11a1,250,199.8234434374642,0.5
11a2,251,200.31240988258028,0.5
11a3,252,201.38237600953317,0.5
11a1,253,202.09599452852768,0.5
11a2,254,202.64149812950416,0.5
11a3,255,203.83627054235487,0.5
11a1,256,204.3596676809038,0.5
11a2,257,205.68553314893748,0.5
11a3,258,206.27514846259385,0.5
11a1,259,206.87863180698744,0.5
11a2,260,207.69975274824805,0.5
11a3,261,208.291296545721,0.5
11a1,262,209.5635229322803,0.5
11a2,263,209.97261968686095,0.5
11a3,264,210.90629904182805,0.5
11a1,265,211.60368148947398,0.5
11a2,266,212.5691636586473,0.5
11a3,267,213.2968659892933,0.5
11a1,268,214.0060635465971,0.5
11a2,269,214.96965073871516,0.5
11a3,270,215.9255866831299,0.5
11a1,271,216.50732599301213,0.5
11a2,272,216.97137837562735,0.5
11a3,273,218.15634381157818,0.5
11a1,274,218.67850619434498,0.5
11a2,275,219.4945798448686,0.5
11a3,276,220.27899843293437,0.5
11a1,277,221.40593646043033,0.5
11a2,278,221.88215273132684,0.5
11a3,279,223.04808984717644,0.5
11a1,280,223.821637952973,0.5
11a2,281,224.37056108884133,0.5
11a3,282,225.37186806562906,0.5
11a1,283,226.27671905720447,0.5
11a2,284,226.81264795857433,0.5
11a3,285,227.88481615059348,0.5
11a1,286,228.52532453025796,0.5
11a2,287,229.19661243305504,0.5
11a3,288,230.22388489932993,0.5
11a1,289,230.7910518631287,0.5
11a2,290,231.90789497085794,0.5
11a3,291,232.32716235749248,0.5
11a1,292,233.49640694145802,0.5
11a2,293,234.1327047869775,0.5
11a3,294,235.0068481827892,0.5
11a1,295,235.64097397930206,0.5
11a2,296,236.55876853043367,0.5
11a3,297,236.92053547336616,0.5
11a1,298,238.13277709358616,0.5
11a2,299,238.70300236127713,0.5
11a3,300,239.8122081936442,0.5
11a1,301,240.41977691508782,0.5
11a2,302,241.21836592356442,0.5
11a3,303,241.9253931142213,0.5
11a1,304,242.92760676537554,0.5
11a2,305,243.57294347721313,0.5
11a3,306,244.49208392798474,0.5
11a1,307,245.2509679025241,0.5
11a2,308,245.94631079372994,0.5
11a3,309,246.84171177168056,0.5
11a1,310,247.6114204054182,0.5
11a2,311,248.6455496398047,0.5
11a3,312,249.47051905791434,0.5
11a1,313,249.90211426123156,0.5
11a2,314,250.92902657580214,0.5
11a3,315,251.65797950642116,0.5
11a1,316,252.3681239895279,0.5
11a2,317,253.32186317270651,0.5
11a3,318,254.17035823682315,0.5
11a1,319,254.50071983824805,0.5
11a2,320,255.8507094081725,0.5
11a3,321,256.6066357208402,0.5
11a1,322,257.29605271635046,0.5
11a2,323,257.9683234509893,0.5
11a3,324,258.97341393147883,0.5
11a1,325,259.6017661790193,0.5
11a2,326,260.6904905153859,0.5
11a3,327,261.434682909984,0.5
11a1,328,262.10293434731784,0.5
11a2,329,262.7792095677554,0.5
11a3,330,263.7744339098487,0.5
11a1,331,264.6188271467056,0.5
11a2,332,265.24986580357455,0.5
11a3,333,266.16170882639204,0.5
11a1,334,266.8279966119741,0.5
11a2,335,267.4386982914282,0.5
11a3,336,268.25055502936357,0.5
11a1,337,269.32340802094063,0.5
11a2,338,270.3284836194007,0.5
11a3,339,270.7549244720579,0.5
11a1,340,271.57928399728604,0.5
11a2,341,272.5450542785393,0.5
11a3,342,273.30553478307604,0.5
11a1,343,274.14284403972465,0.5
11a2,344,274.9776810474961,0.5
11a3,345,275.69726720435835,0.5
11a1,346,276.5205234717058,0.5
11a2,347,277.1309795782575,0.5
11a3,348,278.0372654957983,0.5
11a1,349,279.0893134440193,0.5
11a2,350,279.7707051176799,0.5
11a3,351,280.54185747043016,0.5
11a1,352,281.1691373098179,0.5
11a2,353,281.9793582285359,0.5
11a3,354,282.7388462147144,0.5
11a1,355,283.4247245058228,0.5
11a2,356,284.45963227548,0.5
11a3,357,285.2415682492829,0.5
11a1,358,286.1277205606754,0.5
11a2,359,287.05536750578295,0.5
11a3,360,287.6060345620972,0.5
11a1,361,288.6873651836836,0.5
11a2,362,289.37718199746826,0.5
11a3,363,290.3132943475074,0.5
11a1,364,290.72910742799667,0.5
11a2,365,291.8759343225943,0.5
11a3,366,292.3987962762084,0.5
11a1,367,293.18069060632075,0.5
11a2,368,294.0911443628594,0.5
11a3,369,294.7727212226641,0.5
11a1,370,295.76438561156147,0.5
11a2,371,296.6261614578255,0.5
11a3,372,297.37408224671225,0.5
11a1,373,298.09155170062195,0.5
11a2,374,299.0769251821277,0.5
11a3,375,299.76425736917105,0.5
11a1,376,300.4782229568799,0.5
11a2,377,301.2808564097466,0.5
11a3,378,301.9673648616528,0.5
11a1,379,302.7553893108262,0.5
11a2,380,303.6317603754581,0.5
11a3,381,304.3420847272473,0.5
11a1,382,305.1274831265641,0.5
11a2,383,305.9624521303601,0.5
11a3,384,307.06121368927137,0.5
11a1,385,307.57871503658464,0.5
11a2,386,308.62372814269554,0.5
11a3,387,309.20395231650605,0.5
11a1,388,310.1284083883786,0.5
11a2,389,310.7779178404875,0.5
11a3,390,311.7294224408481,0.5
11a1,391,312.8416382091983,0.5
11a2,392,313.1953287541276,0.5
11a3,393,314.05594838676745,0.5
11a1,394,314.7218669950599,0.5
11a2,395,315.8649224657633,0.5
11a3,396,316.688858835178,0.5
11a1,397,317.1601903538869,0.5
11a2,398,318.0764257371919,0.5
11a3,399,318.963108443636,0.5
11a1,400,319.71007615572876,0.5
11a2,401,320.361229870469,0.5
11a3,402,321.1550102441128,0.5
11a1,403,321.9152352920322,0.5
11a2,404,323.0536670774964,0.5
11a3,405,323.799522286937,0.5
11a1,406,324.75025582264766,0.5
11a2,407,325.148791615774,0.5
11a3,408,326.1449383398208,0.5
11a1,409,326.9204165207013,0.5
11a2,410,327.7557032848283,0.5
11a3,411,328.5914417228555,0.5
11a1,412,329.7795786327969,0.5
11a2,413,330.57373501415736,0.5
11a3,414,330.95387978239586,0.5
11a1,415,331.942230338761,0.5
11a2,416,332.37075956952646,0.5
11a3,417,333.28509320147566,0.5
11a1,418,333.98039659822695,0.5
11a2,419,334.93781718340523,0.5
11a3,420,335.778869165965,0.5
11a1,421,336.84489778184496,0.5
11a2,422,337.1602960498361,0.5
11a3,423,338.29892297144096,0.5
11a1,424,338.8379890242405,0.5
11a2,425,339.61627992447706,0.5
11a3,426,340.46467404087997,0.5
11a1,427,341.59710247340166,0.5
11a2,428,341.8058445212001,0.5
11a3,429,342.9678337773626,0.5
11a1,430,343.8689111996327,0.5
11a2,431,344.35492678841206,0.5
11a3,432,345.3799789619924,0.5
11a1,433,345.9914950666914,0.5
11a2,434,347.1944252792197,0.5
11a3,435,347.50666662611184,0.5
11a1,436,348.5868825432713,0.5
11a2,437,349.23516006506856,0.5
11a3,438,350.07905773418923,0.5
11a1,439,350.856662010857,0.5
11a2,440,351.8665158598714,0.5
11a3,441,352.5292394484379,0.5
11a1,442,353.08911445635925,0.5
11a2,443,354.1572180772337,0.5
11a3,444,354.9422666116408,0.5
11a1,445,355.8578077331145,0.5
11a2,446,356.55226734358536,0.5
11a3,447,357.0737919283831,0.5
11a1,448,358.2783427417828,0.5
11a2,449,359.07317781907676,0.5
11a3,450,359.7804211600105,0.5
11a1,451,360.54552180676063,0.5
11a2,452,361.35813738632487,0.5
11a3,453,362.2753466174072,0.5
11a1,454,363.10628213089655,0.5
11a2,455,363.7820767215905,0.5
11a3,456,364.597415385761,0.5
11a1,457,365.33206589055317,0.5
11a2,458,366.4628535434652,0.5
11a3,459,366.5962427209171,0.5
11a1,460,367.6030325511401,0.5
11a2,461,368.38283653859884,0.5
11a3,462,369.61769652102146,0.5
11a1,463,370.0695677244406,0.5
11a2,464,370.60240537268004,0.5
11a3,465,371.5808376256198,0.5
11a1,466,372.58624392457307,0.5
11a2,467,373.3075436853002,0.5
11a3,468,374.0875003149199,0.5
11a1,469,374.93357999113397,0.5
11a2,470,375.8741668215814,0.5
11a3,471,376.6413966612748,0.5
11a1,472,377.180624325227,0.5
11a2,473,378.14732495733523,0.5
11a3,474,379.13555562742397,0.5
11a1,475,379.7353225265414,0.5
11a2,476,380.41426169872204,0.5
11a3,477,381.13100413251124,0.5
11a1,478,382.13823052222415,0.5
11a2,479,382.8707339668539,0.5
11a3,480,383.6680572151595,0.5
11a1,481,384.5346209380253,0.5
11a2,482,385.19880065602314,0.5
11a3,483,386.2938446596637,0.5
11a1,484,386.8893880480007,0.5
11a2,485,387.9979012451828,0.5
11a3,486,388.65499481827175,0.5
11a1,487,389.2886092500404,0.5
11a2,488,389.90815959186386,0.5
11a3,489,390.99944016968624,0.5
11a1,490,391.7709409524988,0.5
11a2,491,392.394952574494,0.5
11a3,492,393.1280354749758,0.5
11a1,493,394.09801704037164,0.5
11a2,494,394.9351120981708,0.5
11a3,495,395.7240156495119,0.5
11a1,496,396.5004885687223,0.5
11a2,497,397.4792728765196,0.5
11a3,498,398.0046688363817,0.5
11a1,499,399.1843257865954,0.5
11a2,500,399.44999521741835,0.5
11a3,501,400.39071947585603,0.5
11a1,502,401.1209799146234,0.5
11a2,503,402.13311483149573,0.5
11a3,504,402.9598469067788,0.5
11a1,505,403.96301144189647,0.5
11a2,506,404.5320996178298,0.5
11a3,507,405.42702327220286,0.5
11a1,508,405.9367381801511,0.5
11a2,509,406.692804782918,0.5
11a3,510,407.89624790888536,0.5
11a1,511,408.6412241969162,0.5
11a2,512,409.3358567092938,0.5
11a3,513,409.9685838709627,0.5
11a1,514,411.264615281619,0.5
11a2,515,411.82432068976294,0.5
11a3,516,412.3962981339532,0.5
11a1,517,413.30792028845445,0.5
11a2,518,413.88121214507373,0.5
11a3,519,414.91826809531534,0.5
11a1,520,415.6303271518108,0.5
11a2,521,416.858101867047,0.5
11a3,522,417.41428862258897,0.5
11a1,523,417.72065277569084,0.5
11a2,524,419.17609482134304,0.5
11a3,525,419.760556195733,0.5
11a1,526,420.73100623170126,0.5
11a2,527,421.3416644021823,0.5
11a3,528,422.12279926531187,0.5
11a1,529,422.77480209149405,0.5
11a2,530,423.7980084289341,0.5
11a3,531,424.6633559453251,0.5
11a1,532,425.0370250407054,0.5
11a2,533,425.97702235388846,0.5
11a3,534,426.71526406079266,0.5
11a1,535,427.9677397549547,0.5
11a2,536,428.6681156660105,0.5
11a3,537,429.24608063094536,0.5
11a1,538,430.2613388398196,0.5
11a2,539,430.6947755163354,0.5
11a3,540,431.74569087757953,0.5
11a1,541,432.6401185293505,0.5
11a2,542,433.2188979326663,0.5
11a3,543,434.09874120417453,0.5
11a1,544,434.97545646093954,0.5
11a2,545,435.87307754930134,0.5
11a3,546,436.2711591328144,0.5
11a1,547,437.274386584407,0.5
11a2,548,437.962092491746,0.5
11a3,549,438.9820993441237,0.5
11a1,550,439.6539011331129,0.5
11a2,551,440.6221993176318,0.5
11a3,552,441.09854249756467,0.5
11a1,553,442.0289094255037,0.5
11a2,554,443.2005438245784,0.5
11a3,555,443.6694589642082,0.5
11a1,556,444.662283145449,0.5
11a2,557,445.1414288642852,0.5
11a3,558,445.8769276479476,0.5
11a1,559,447.11078437619904,0.5
11a2,560,447.82088222457173,0.5
11a3,561,448.4373739133108,0.5
11a1,562,449.5451198231697,0.5
11a2,563,450.0068282755358,0.5
11a3,564,450.7715365211273,0.5
11a1,565,451.7023192930127,0.5
11a2,566,452.45942380761056,0.5
11a3,567,453.1260282166624,0.5
11a1,568,454.0823910827005,0.5
11a2,569,454.93783608484006,0.5
11a3,570,455.82449127505845,0.5
11a1,571,456.89875242170723,0.5
11a2,572,457.483679329804,0.5
11a3,573,457.9410940625636,0.5
11a1,574,459.30842002522553,0.5
11a2,575,459.7076289547871,0.5
11a3,576,460.5497823580401,0.5
11a1,577,461.19810916149777,0.5
11a2,578,462.098674048668,0.5
11a3,579,462.8962549241367,0.5
11a1,580,463.8020999205044,0.5
11a2,581,464.6361923688936,0.5
11a3,582,465.24309788822865,0.5
11a1,583,466.2788405685656,0.5
11a2,584,466.81818149299977,0.5
11a3,585,467.86747368044195,0.5
11a1,586,468.40137460800463,0.5
11a2,587,469.1299856987549,0.5
11a3,588,470.05535673005016,0.5
11a1,589,470.8630081912153,0.5
11a2,590,471.55228641343996,0.5
11a3,591,472.44310858339213,0.5
11a1,592,473.2186987901433,0.5
11a2,593,474.10040752849517,0.5
11a3,594,474.9821179903403,0.5
11a1,595,475.6876874268317,0.5
11a2,596,476.35985782219564,0.5
11a3,597,477.2454082840722,0.5
11a1,598,478.2486817955477,0.5
11a2,599,478.800563350044,0.5
11a3,600,479.55580289699253,0.5
11a1,601,480.26936582432484,0.5
11a2,602,481.19736327875745,0.5
11a3,603,482.2237895187386,0.5
11a1,604,482.79038819282493,0.5
11a2,605,483.69455259720297,0.5
11a3,606,484.4265130567406,0.5
11a1,607,485.21756553164,0.5
11a2,608,486.29701588626045,0.5
11a3,609,486.87764659611867,0.5
11a1,610,487.51181073456667,0.5
11a2,611,488.2709052607009,0.5
11a3,612,489.1413128120943,0.5
11a1,613,489.9240872351751,0.5
11a2,614,491.0291905866249,0.5
11a3,615,491.6687876298798,0.5
11a1,616,492.5098529999121,0.5
11a2,617,493.2623846406802,0.5
11a3,618,494.0697359986155,0.5
11a1,619,495.04129152981886,0.5
11a2,620,495.85240489853953,0.5
11a3,621,496.7683321014097,0.5
11a1,622,497.16826973323316,0.5
11a2,623,498.04137296621013,0.5
11a3,624,498.9292455640498,0.5
11a1,625,499.9359883231301,0.5
11a2,626,500.3958128040884,0.5
11a3,627,501.4418440777033,0.5
11a1,628,502.0085403891214,0.5
11a2,629,503.0460473562461,0.5
11a3,630,503.71396551131966,0.5
11a1,631,504.3435921016854,0.5
11a2,632,505.2822949599833,0.5
11a3,633,506.19209611701297,0.5
11a1,634,506.4679442840591,0.5
11a2,635,507.83649508512633,0.5
11a3,636,508.28016837571204,0.5
11a1,637,509.26724190343873,0.5
11a2,638,510.0836415706802,0.5
11a3,639,510.49081815618734,0.5
11a1,640,511.60781320292944,0.5
11a2,641,512.562672718675,0.5
11a3,642,513.5794386029071,0.5
11a1,643,514.223381883941,0.5
11a2,644,515.0358073245368,0.5
11a3,645,515.3762367777583,0.5
11a1,646,516.4548009657548,0.5
11a2,647,517.5729417702886,0.5
11a3,648,518.2497472891346,0.5
11a1,649,518.8231444404125,0.5
11a2,650,519.7171458220291,0.5
11a3,651,520.6469658809947,0.5
11a1,652,521.4431514029806,0.5
11a2,653,522.0810387667044,0.5
11a3,654,522.8632844052179,0.5
11a1,655,523.7662691151749,0.5
11a2,656,524.6462482457658,0.5
11a3,657,525.2411441316466,0.5
11a1,658,525.8225011311725,0.5
11a2,659,526.8879880794619,0.5
11a3,660,527.5105366483675,0.5
11a1,661,528.7900085964461,0.5
11a2,662,529.1570108862554,0.5
11a3,663,530.0823270579003,0.5
11a1,664,530.7934588505606,0.5
11a2,665,531.6222986840438,0.5
11a3,666,532.625117615055,0.5
11a1,667,533.4579436310057,0.5
11a2,668,534.1983761444952,0.5
11a3,669,535.0451992078066,0.5
11a1,670,535.6210660924303,0.5
11a2,671,536.3355965813196,0.5
11a3,672,537.1876248789721,0.5
11a1,673,538.1646580116573,0.5
11a2,674,539.0825434005569,0.5
11a3,675,539.5148099043304,0.5
11a1,676,540.4466981202006,0.5
11a2,677,541.2590467552819,0.5
11a3,678,541.9840429012341,0.5
11a1,679,542.9895295741985,0.5
11a2,680,543.8497881205166,0.5
11a3,681,544.8679423553393,0.5
11a1,682,545.5962391676063,0.5
11a2,683,546.2185078575372,0.5
11a3,684,546.8310400533735,0.5
11a1,685,547.8060447694114,0.5
11a2,686,548.2067606146763,0.5
11a3,687,549.3991918995168,0.5
11a1,688,550.1548487490302,0.5
11a2,689,550.9115386994623,0.5
11a3,690,551.5827625768687,0.5
11a1,691,552.6190834377004,0.5
11a2,692,553.1515521519518,0.5
11a3,693,554.2582838137963,0.5
11a1,694,554.9901409214121,0.5
11a2,695,555.7644184316562,0.5
11a3,696,556.3524016095862,0.5
11a1,697,557.2021596754684,0.5
11a2,698,557.8769440020013,0.5
11a3,699,559.0260327594025,0.5
11a1,700,559.7054449563384,0.5
11a2,701,560.4193795566271,0.5
11a3,702,561.2795494816604,0.5
11a1,703,562.2574673461103,0.5
11a2,704,562.729087266824,0.5
11a3,705,563.6342351194555,0.5
11a1,706,564.2630424548142,0.5
11a2,707,565.1421725805634,0.5
11a3,708,566.0623729780767,0.5
11a1,709,567.0626374324991,0.5
11a2,710,567.796270066303,0.5
11a3,711,568.6484324805823,0.5
11a1,712,569.3994895291758,0.5
11a2,713,569.9558841644862,0.5
11a3,714,571.1542119152792,0.5
11a1,715,571.8112959727653,0.5
11a2,716,572.7695092327965,0.5
11a3,717,573.5510760056573,0.5
11a1,718,574.0862927666271,0.5
11a2,719,574.8266456663595,0.5
11a3,720,575.3647991236716,0.5
11a1,721,576.5249359135776,0.5
11a2,722,577.2941045851335,0.5
11a3,723,578.0041378929224,0.5
11a1,724,578.8251601305826,0.5
11a2,725,579.7778720951086,0.5
11a3,726,580.2173859279708,0.5
11a1,727,581.4921170835456,0.5
11a2,728,582.2312258798752,0.5
11a3,729,582.8465083778822,0.5
11a1,730,583.6885987753069,0.5
11a2,731,584.5476312964731,0.5
11a3,732,585.4222389817688,0.5
11a1,733,586.4043168560871,0.5
11a2,734,586.821078768846,0.5
11a3,735,587.904592054905,0.5
11a1,736,588.4667633858536,0.5
11a2,737,589.2403061278449,0.5
11a3,738,590.0613016605066,0.5
11a1,739,591.0624403588216,0.5
11a2,740,591.6141869609493,0.5
11a3,741,592.5160080031351,0.5
11a1,742,593.2230434024337,0.5
11a2,743,594.0357280689061,0.5
11a3,744,595.1026072848829,0.5
11a1,745,595.6984017648504,0.5
11a2,746,596.4000878363407,0.5
11a3,747,597.2348935529468,0.5
11a1,748,598.1419017928747,0.5
11a2,749,598.8921635934603,0.5
11a3,750,599.7003665564047,0.5
11a1,751,600.4551708591447,0.5
11a2,752,601.4566074327604,0.5
11a3,753,602.1864770543754,0.5
11a1,754,602.8663049014186,0.5
11a2,755,603.7194923944187,0.5
11a3,756,604.3777923371254,0.5
11a1,757,605.2889383521808,0.5
11a2,758,605.9964556491134,0.5
11a3,759,606.9293410571768,0.5
11a1,760,607.6844794559208,0.5
11a2,761,608.4638666761266,0.5
11a3,762,609.3214328527739,0.5
11a1,763,610.1447884439203,0.5
11a2,764,611.0635562130245,0.5
11a3,765,611.816785560799,0.5
11a1,766,612.642662790099,0.5
11a2,767,613.247196822716,0.5
11a3,768,614.1431561838178,0.5
11a1,769,615.16023288697,0.5
11a2,770,615.6854713272621,0.5
11a3,771,616.5193995719054,0.5
11a1,772,617.3214065416273,0.5
11a2,773,618.0844062632398,0.5
11a3,774,619.0932233495965,0.5
11a1,775,619.6336831616127,0.5
11a2,776,620.6619914142724,0.5
11a3,777,621.4154259248221,0.5
